TYPE,ROTATION,treatment,AU,IFM,ORIGIN,SILV_STATE,RETENTION
succession,0,,985501000,managed,natural,baseline,0.112373976401362
succession,1,,985501000,managed,planted,cc_pl,0.112373976401362
succession,0,,985501001,unmanaged,natural,baseline,0.224379590162332
succession,0,,985501001,managed,natural,baseline,0.224379590162332
succession,1,,985501001,managed,planted,cc_pl,0.224379590162332
succession,0,,985503000,unmanaged,natural,baseline,0.133500197448917
succession,0,,985503000,managed,natural,baseline,0.133500197448917
succession,1,,985503000,managed,planted,cc_pl,0.133500197448917
succession,2,,985503000,managed,planted,cc_pl_pct,0.133500197448917
succession,0,,985502005,unmanaged,planted,cc_pl,0.05
succession,0,,985502005,managed,planted,cc_pl,0.05
succession,0,,985503000,unmanaged,natural,baseline,0.062144409433236
succession,0,,985503000,managed,natural,baseline,0.062144409433236
succession,1,,985503000,managed,planted,cc_pl,0.062144409433236
succession,2,,985503000,managed,planted,cc_pl_pct,0.062144409433236
succession,0,,985501003,unmanaged,natural,baseline,0.942365979313809
succession,0,,985501003,managed,natural,baseline,0.942365979313809
succession,1,,985501003,managed,planted,cc_pl,0.942365979313809
succession,0,,985501003,unmanaged,natural,baseline,0.057256291664016
succession,0,,985501003,managed,natural,baseline,0.057256291664016
succession,1,,985501003,managed,planted,cc_pl,0.057256291664016
succession,0,,985502003,unmanaged,natural,baseline,0.336828045947211
succession,0,,985502003,managed,natural,baseline,0.336828045947211
succession,1,,985502003,managed,planted,cc_pl,0.336828045947211
succession,0,,985502002,unmanaged,natural,baseline,0.1402438272575
succession,0,,985502002,managed,natural,baseline,0.1402438272575
succession,1,,985502002,managed,planted,cc_pl,0.1402438272575
succession,0,,985503003,unmanaged,natural,baseline,0.368095302163842
succession,0,,985503003,managed,natural,baseline,0.368095302163842
succession,1,,985503003,managed,planted,cc_pl,0.368095302163842
succession,0,,985501000,unmanaged,planted,cc_pl,0.170118769081844
succession,0,,985501000,managed,planted,cc_pl,0.170118769081844
succession,0,,985502004,unmanaged,planted,cc_pl,0.05
succession,0,,985502004,managed,planted,cc_pl,0.05
succession,0,,985501000,unmanaged,natural,baseline,0.673439676627074
succession,0,,985501000,managed,natural,baseline,0.673439676627074
succession,1,,985501000,managed,planted,cc_pl,0.673439676627074
succession,0,,985503000,unmanaged,planted,cc_pl,0.149639486788975
succession,0,,985503000,managed,planted,cc_pl,0.149639486788975
succession,1,,985503000,managed,planted,cc_pl_pct,0.149639486788975
succession,0,,985503000,unmanaged,planted,cc_pl,0.105908759200664
succession,0,,985503000,managed,planted,cc_pl,0.105908759200664
succession,1,,985503000,managed,planted,cc_pl_pct,0.105908759200664
succession,0,,985501000,unmanaged,natural,baseline,0.379343632490618
succession,0,,985501000,managed,natural,baseline,0.379343632490618
succession,1,,985501000,managed,planted,cc_pl,0.379343632490618
succession,0,,985502001,unmanaged,planted,cc_pl,0.057651883669773
succession,0,,985502001,managed,planted,cc_pl,0.057651883669773
succession,1,,985502001,managed,planted,cc_pl_pct,0.057651883669773
succession,0,,985502005,unmanaged,planted,cc_pl,0.919010111088934
succession,0,,985502005,managed,planted,cc_pl,0.919010111088934
succession,0,,985502001,unmanaged,planted,cc_pl,0.187377116144825
succession,0,,985502001,managed,planted,cc_pl,0.187377116144825
succession,1,,985502001,managed,planted,cc_pl_pct,0.187377116144825
succession,0,,985503000,unmanaged,planted,cc_pl,0.068799556993071
succession,0,,985503000,managed,planted,cc_pl,0.068799556993071
succession,1,,985503000,managed,planted,cc_pl_pct,0.068799556993071
succession,0,,985503000,unmanaged,planted,cc_pl,0.242135955684341
succession,0,,985503000,managed,planted,cc_pl,0.242135955684341
succession,1,,985503000,managed,planted,cc_pl_pct,0.242135955684341
succession,0,,985502002,unmanaged,natural,baseline,0.966137599012892
succession,0,,985502002,managed,natural,baseline,0.966137599012892
succession,1,,985502002,managed,planted,cc_pl,0.966137599012892
succession,0,,985503001,unmanaged,natural,baseline,0.05
succession,0,,985503001,managed,natural,baseline,0.05
succession,0,,985503000,unmanaged,natural,baseline,0.235224524453276
succession,0,,985503000,managed,natural,baseline,0.235224524453276
succession,1,,985503000,managed,planted,cc_pl,0.235224524453276
succession,2,,985503000,managed,planted,cc_pl_pct,0.235224524453276
succession,0,,985501001,unmanaged,planted,cc_pl,0.891943738745625
succession,0,,985501001,managed,planted,cc_pl,0.891943738745625
succession,0,,985503001,unmanaged,planted,cc_pl,0.422112307729351
succession,0,,985503001,managed,planted,cc_pl,0.422112307729351
succession,1,,985503001,managed,planted,cc_pl_pct,0.422112307729351
succession,0,,985501000,unmanaged,planted,cc_pl,0.10631719740532
succession,0,,985501000,managed,planted,cc_pl,0.10631719740532
succession,0,,985502003,unmanaged,natural,baseline,0.428111323975925
succession,0,,985502003,managed,natural,baseline,0.428111323975925
succession,1,,985502003,managed,planted,cc_pl,0.428111323975925
succession,0,,985503003,unmanaged,natural,baseline,0.123329995068048
succession,0,,985503003,managed,natural,baseline,0.123329995068048
succession,1,,985503003,managed,planted,cc_pl,0.123329995068048
succession,0,,985502001,unmanaged,natural,baseline,0.61531602437613
succession,0,,985502001,managed,natural,baseline,0.61531602437613
succession,1,,985502001,managed,planted,cc_pl,0.61531602437613
succession,2,,985502001,managed,planted,cc_pl_pct,0.61531602437613
succession,0,,985503000,unmanaged,planted,cc_pl,0.14122368053025
succession,0,,985503000,managed,planted,cc_pl,0.14122368053025
succession,1,,985503000,managed,planted,cc_pl_pct,0.14122368053025
